antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
AWS,React,0.29538641329200754,0.10360245922463289,0.04466236471723998,0.15119979358389954,1.4594228237002094,1.0,0.014059605878644209,1.0560760164753464,0.4467663136383615,0.12604861260486125,0.05309846601999359,0.29114673347659914
React,AWS,0.10360245922463289,0.29538641329200754,0.04466236471723998,0.4310936733692987,1.4594228237002094,1.0,0.014059605878644209,1.2385406062910316,0.3511808102471362,0.12604861260486125,0.19259813128402145,0.29114673347659914
AWS,Spring Boot,0.29538641329200754,0.02598953305218231,0.01016208525989533,0.034402683409305926,1.3237130247869988,1.0,0.0024851303084771166,1.0087128974082369,0.34706859563728126,0.03265306122448979,0.008637638549703952,0.21270476301452587
Spring Boot,AWS,0.02598953305218231,0.29538641329200754,0.01016208525989533,0.39100684261974583,1.3237130247869988,1.0,0.0024851303084771166,1.157013963406543,0.2510745585435195,0.03265306122448979,0.13570619575260265,0.21270476301452587
TensorFlow,AWS,0.03356028657080433,0.29538641329200754,0.010390732178242976,0.3096139288417865,1.048165775098512,1.0,0.00047747949904115676,1.020608057062783,0.04754817042402248,0.032618231118909005,0.020191940402754634,0.17239533631390092
AWS,TensorFlow,0.29538641329200754,0.03356028657080433,0.010390732178242976,0.035176743786015305,1.048165775098512,1.0,0.00047747949904115676,1.0016753920521713,0.06521651166757668,0.032618231118909005,0.00167258980849963,0.17239533631390092
AWS,TypeScript,0.29538641329200754,0.080001016208526,0.04151211828667242,0.14053496172701468,1.7566647073670218,1.0,0.01788090504912017,1.070432120939004,0.6113129396749573,0.12433419570841574,0.0657978395465372,0.3297149244964066
TypeScript,AWS,0.080001016208526,0.29538641329200754,0.04151211828667242,0.5188948872657986,1.7566647073670218,1.0,0.01788090504912017,1.4645730591045993,0.4681955204452804,0.12433419570841574,0.3172071589167609,0.3297149244964066
Angular,Azure,0.06524058736852802,0.1527869518825263,0.011508561556831462,0.1764018691588785,1.154561086436943,1.0,0.0015406510737684172,1.0286728640972445,0.14321331544482302,0.05572641161274449,0.027873646810356707,0.12586305629543526
Azure,Angular,0.1527869518825263,0.06524058736852802,0.011508561556831462,0.07532424343199201,1.154561086436943,1.0,0.0015406510737684172,1.0109050723908781,0.1580121964878499,0.05572641161274449,0.010787434635268515,0.12586305629543526
Angular,C#,0.06524058736852802,0.10723540470504547,0.015827447792286977,0.24260124610591902,2.2623241528597924,1.0,0.008831347002627998,1.1787246687493282,0.596920113379502,0.1010379500486539,0.15162545884354983,0.19509830132824973
C#,Angular,0.10723540470504547,0.06524058736852802,0.015827447792286977,0.14759535655058043,2.2623241528597924,1.0,0.008831347002627998,1.0966146416668825,0.6249986810758201,0.1010379500486539,0.08810263696646048,0.19509830132824973
Angular,Docker,0.06524058736852802,0.15558152532899752,0.01778364920481683,0.2725856697819315,1.7520439474128653,1.0,0.007633419108661511,1.160849380596967,0.4591962975329828,0.08758758758758758,0.13856180076889063,0.19344502300331062
Docker,Angular,0.15558152532899752,0.06524058736852802,0.01778364920481683,0.11430437622468974,1.7520439474128653,1.0,0.007633419108661511,1.0553957675064776,0.5083238633921586,0.08758758758758758,0.052488146354194645,0.19344502300331062
Angular,Git,0.06524058736852802,0.13612113205629794,0.015751232152837764,0.24143302180685364,1.7736630467266468,1.0,0.006870609544215919,1.1388300476793773,0.46663884539379685,0.08486175745962225,0.12190585238093675,0.1785739203845765
Git,Angular,0.13612113205629794,0.06524058736852802,0.015751232152837764,0.11571481896229938,1.7736630467266465,1.0,0.006870609544215919,1.0570791331531084,0.5049261756681379,0.08486175745962225,0.0539970295155196,0.1785739203845765
Angular,Java,0.06524058736852802,0.3232813373304202,0.03272191453686296,0.501557632398754,1.551458666128075,1.0,0.011630850204143107,1.3576668169808446,0.3802532278926115,0.09196715458764727,0.2634422617591978,0.30138785352747127
Java,Angular,0.3232813373304202,0.06524058736852802,0.03272191453686296,0.1012180746561886,1.5514586661280747,1.0,0.011630850204143107,1.0400291619948834,0.5252482361782763,0.09196715458764727,0.03848849960909104,0.30138785352747127
Angular,JavaScript,0.06524058736852802,0.21254001321071084,0.04082617753162949,0.6257788161993769,2.9442870862108386,1.0,0.02695994223044801,2.104263523491045,0.7064483099517828,0.17229548622279403,0.524774350343266,0.40893291754267197
JavaScript,Angular,0.21254001321071084,0.06524058736852802,0.04082617753162949,0.192087018885967,2.9442870862108386,1.0,0.02695994223044801,1.1570050667369278,0.8385939836225933,0.17229548622279403,0.13569954985566757,0.40893291754267197
Angular,Kubernetes,0.06524058736852802,0.16340633097911691,0.01638636248158122,0.25116822429906543,1.5370776811038267,1.0,0.005725637468767537,1.1171984098001184,0.37380184585201587,0.07719928186714542,0.10490384588095396,0.17572403752266705
Kubernetes,Angular,0.16340633097911691,0.06524058736852802,0.01638636248158122,0.10027985074626866,1.537077681103827,1.0,0.005725637468767537,1.0389446245110814,0.41766368406556553,0.07719928186714542,0.03748479331071988,0.17572403752266705
Node.js,Angular,0.07395457547888827,0.06524058736852802,0.015370153955591687,0.20783236001374097,3.1856298110828942,1.0,0.010545314012758877,1.180002016552565,0.7408819402295078,0.12412802626179728,0.1525438211355349,0.22171213016263375
Angular,Node.js,0.06524058736852802,0.07395457547888827,0.015370153955591687,0.2355919003115265,3.1856298110828942,1.0,0.010545314012758877,1.2114542283088208,0.733975311281888,0.12412802626179728,0.1745457842051605,0.22171213016263375
React,Angular,0.10360245922463289,0.06524058736852802,0.032518672831665055,0.3138793526238352,4.811105559960827,1.0,0.025759587539026033,1.362383447001838,0.8837011818387938,0.2385389489377562,0.26599225629122686,0.40616086011254066
Angular,React,0.06524058736852802,0.10360245922463289,0.032518672831665055,0.4984423676012461,4.811105559960827,1.0,0.025759587539026033,1.7872273949620676,0.8474347040278307,0.2385389489377562,0.44047410932774766,0.40616086011254066
Angular,TypeScript,0.06524058736852802,0.080001016208526,0.020247954880341448,0.31035825545171347,3.8794289142871845,1.0,0.015028641592818082,1.3340245004949214,0.7940332997122097,0.1619918699186992,0.2503885800980406,0.2817272382371302
TypeScript,Angular,0.080001016208526,0.06524058736852802,0.020247954880341448,0.25309622102254686,3.879428914287185,1.0,0.015028641592818082,1.2515124959083783,0.806772739889295,0.1619918699186992,0.20096682752322362,0.2817272382371302
C#,Azure,0.10723540470504547,0.1527869518825263,0.018622021238758193,0.1736555318644871,1.1365861398819321,1.0,0.002237850619985174,1.0252540929196836,0.1346068981972565,0.07714165438854978,0.02463203326286256,0.14776890327843575
Azure,C#,0.1527869518825263,0.10723540470504547,0.018622021238758193,0.12188227469238443,1.1365861398819321,1.0,0.002237850619985174,1.0166798477757728,0.14184421883020842,0.07714165438854978,0.01640619494156785,0.14776890327843575
Azure,Docker,0.1527869518825263,0.15558152532899752,0.03767593110106194,0.24659128699700697,1.5849650945095015,1.0,0.013905104076810348,1.120797330980227,0.4356298333251238,0.1391834819333646,0.10777803233576592,0.24437663631365697
Docker,Azure,0.15558152532899752,0.1527869518825263,0.03767593110106194,0.24216198563030697,1.5849650945095015,1.0,0.013905104076810348,1.1179342182011223,0.437071535042007,0.1391834819333646,0.10549298543781165,0.24437663631365697
GCP,Azure,0.07880697119048828,0.1527869518825263,0.05396067273004421,0.6847195357833656,4.481531487779321,1.0,0.04191999581475544,2.6871726740903927,0.8433216163240377,0.30377574370709387,0.6278616518983099,0.5189477293150283
Azure,GCP,0.1527869518825263,0.07880697119048828,0.05396067273004421,0.353175922846691,4.481531487779321,1.0,0.04191999581475544,1.4241786311723403,0.9169617910492266,0.30377574370709387,0.2978408901018051,0.5189477293150283
Git,Azure,0.13612113205629794,0.1527869518825263,0.02670087902037498,0.1961552818215752,1.2838483876057272,1.0,0.005903346166694377,1.053951128816676,0.2559292011428442,0.10183121790524173,0.05118940275461326,0.18545708886555978
Azure,Git,0.1527869518825263,0.13612113205629794,0.02670087902037498,0.17475889590954438,1.2838483876057272,1.0,0.005903346166694377,1.0468199701417338,0.2609636726538705,0.10183121790524173,0.04472590462273516,0.18545708886555978
Azure,Java,0.1527869518825263,0.3232813373304202,0.052410954727910165,0.3430329231792484,1.0610972041007132,1.0,0.0030177845966884997,1.0300648031624533,0.0679631548643075,0.12371072199568241,0.029187292945210618,0.25257736532243363
Java,Azure,0.3232813373304202,0.1527869518825263,0.052410954727910165,0.16212180746561886,1.0610972041007132,1.0,0.0030177845966884997,1.0111410652124229,0.08508598146994505,0.12371072199568241,0.011018309507667294,0.25257736532243363
Azure,JavaScript,0.1527869518825263,0.21254001321071084,0.03363650221025354,0.22015297638842699,1.0358189644515017,1.0,0.0011631614387171627,1.0097621237848156,0.04081657243018505,0.10140931372549018,0.009667746051144115,0.18920629933454342
JavaScript,Azure,0.21254001321071084,0.1527869518825263,0.03363650221025354,0.15825962228065982,1.0358189644515017,1.0,0.0011631614387171627,1.0065016132562887,0.043913764918112365,0.10140931372549018,0.006459615335592278,0.18920629933454342
Kubernetes,Azure,0.16340633097911691,0.1527869518825263,0.041969412123367716,0.2568407960199005,1.6810388115954977,1.0,0.017003056894761212,1.140015549266023,0.4842610600371026,0.15304798962386512,0.12281898203596388,0.2657665902281079
Azure,Kubernetes,0.1527869518825263,0.16340633097911691,0.041969412123367716,0.2746923844363153,1.6810388115954977,1.0,0.017003056894761212,1.1534329035973385,0.4781910971279174,0.15304798962386512,0.13302282527124937,0.2657665902281079
Node.js,Azure,0.07395457547888827,0.1527869518825263,0.015090696610944566,0.20405358983167296,1.335543299460311,1.0,0.0037914024457590036,1.064409660366839,0.27130531860168894,0.07129996398991718,0.06051209676605226,0.151411563788467
Azure,Node.js,0.1527869518825263,0.07395457547888827,0.015090696610944566,0.09876953774526105,1.335543299460311,1.0,0.0037914024457590036,1.0275345356217649,0.2965500230403672,0.07129996398991718,0.026796700906119596,0.151411563788467
React,Azure,0.10360245922463289,0.1527869518825263,0.016183120776383314,0.15620402157920552,1.0223649313935297,1.0,0.000354016823917936,1.0040496397044631,0.024403997382441724,0.06737176097303015,0.004033306267263015,0.13106177134829913
Azure,React,0.1527869518825263,0.10360245922463289,0.016183120776383314,0.10591952111739274,1.0223649313935295,1.0,0.000354016823917936,1.002591558531348,0.025820758175664923,0.06737176097303015,0.0025848597160983196,0.13106177134829913
C#,C++,0.10723540470504547,0.14465728367461003,0.028911132564402215,0.269604359156598,1.863745483864069,1.0,0.01339875020602284,1.1710676631882813,0.5191133844978719,0.12965705822034865,0.14607837665207346,0.2347319301929811
C++,C#,0.14465728367461003,0.10723540470504547,0.028911132564402215,0.19985950122936424,1.863745483864069,1.0,0.01339875020602284,1.1157597905200771,0.5418249805346239,0.12965705822034865,0.10374974210723188,0.2347319301929811
C#,Git,0.10723540470504547,0.13612113205629794,0.02144199989837915,0.19995261786306565,1.4689314939018272,1.0,0.006844995213413099,1.079784631800523,0.35757808994529966,0.09662278191184889,0.07388939372797289,0.17873704054780756
Git,C#,0.13612113205629794,0.10723540470504547,0.02144199989837915,0.15752146323254948,1.4689314939018272,1.0,0.006844995213413099,1.0596882369495717,0.3695345153148975,0.09662278191184889,0.056326223948083794,0.17873704054780756
C#,Java,0.10723540470504547,0.3232813373304202,0.03846349270870383,0.3586827765932244,1.1095065974273084,1.0,0.003796287666487895,1.0552011359912437,0.11055373940431047,0.0981078278900985,0.052313378092972145,0.23883058279562988
Java,C#,0.3232813373304202,0.10723540470504547,0.03846349270870383,0.11897838899803537,1.1095065974273082,1.0,0.003796287666487895,1.01332882661032,0.14584859242432985,0.0981078278900985,0.013153505812033471,0.23883058279562988
C#,JavaScript,0.10723540470504547,0.21254001321071084,0.04171535999187033,0.3890073442312248,1.8302781596497095,1.0,0.018923545659204042,1.288820707342997,0.5081238238395167,0.1500228414801279,0.22409688616690768,0.2926389817020336
JavaScript,C#,0.21254001321071084,0.10723540470504547,0.04171535999187033,0.19627061917284244,1.8302781596497097,1.0,0.018923545659204042,1.1107776032477081,0.5760736641355161,0.1500228414801279,0.09972977752145426,0.2926389817020336
React,C#,0.10360245922463289,0.10723540470504547,0.013185305624714191,0.1272682687591957,1.1868120338544093,1.0,0.002075453981322712,1.0229542061289196,0.17559908599617446,0.06670951156812341,0.022439133630217156,0.12511245705195037
C#,React,0.10723540470504547,0.10360245922463289,0.013185305624714191,0.12295664534470505,1.186812033854409,1.0,0.002075453981322712,1.0220675363621894,0.1763136549981224,0.06670951156812341,0.02159107453968598,0.12511245705195037
Git,C++,0.13612113205629794,0.14465728367461003,0.02410954727910167,0.1771183277342292,1.2243996516112978,1.0,0.004418634065124726,1.0394480095421728,0.21215151158687218,0.0939324952984262,0.0379509212390023,0.1718924972004479
C++,Git,0.14465728367461003,0.13612113205629794,0.02410954727910167,0.16666666666666666,1.2243996516112978,1.0,0.004418634065124726,1.0366546415324425,0.2142687418320067,0.0939324952984262,0.03535858526447869,0.1718924972004479
Java,C++,0.3232813373304202,0.14465728367461003,0.07552969869417205,0.23363457760314343,1.6150903132446315,1.0,0.028764698573258154,1.116102959930331,0.5627738659460466,0.1924770167033536,0.1040253131642786,0.37788156698913755
C++,Java,0.14465728367461003,0.3232813373304202,0.07552969869417205,0.5221285563751317,1.6150903132446313,1.0,0.028764698573258154,1.4161102775599363,0.4452479347512429,0.1924770167033536,0.29384030619206114,0.37788156698913755
Machine Learning,C++,0.18624561760073166,0.14465728367461003,0.029393831614247242,0.15782294366389304,1.0910127693182574,1.0,0.0024520464758252605,1.015632888464761,0.10251305003334205,0.09748904617458712,0.01539226293507657,0.18050964534792824
C++,Machine Learning,0.14465728367461003,0.18624561760073166,0.029393831614247242,0.20319634703196346,1.0910127693182576,1.0,0.0024520464758252605,1.0212734082833224,0.0975286772489598,0.09748904617458712,0.020830277289879993,0.18050964534792824
Python,C++,0.5351100045729383,0.14465728367461003,0.11135104923530309,0.20809001566728388,1.4385035470136334,1.0,0.03394348950667368,1.0801009372878712,0.6557102513316054,0.19589702333065165,0.07416060344230807,0.48892382764396863
C++,Python,0.14465728367461003,0.5351100045729383,0.11135104923530309,0.7697576396206534,1.4385035470136334,1.0,0.03394348950667368,2.019133206683211,0.3563871298894216,0.19589702333065165,0.5047379753400819,0.48892382764396863
CV,Deep Learning,0.02974950459834358,0.03716782683806717,0.0100096539809969,0.336464560204953,9.052575542575093,1.0,0.008903929545567383,1.45106367409604,0.9168088077731658,0.17589285714285716,0.31085036594072035,0.3028870989678217
Deep Learning,CV,0.03716782683806717,0.02974950459834358,0.0100096539809969,0.26930963773069033,9.052575542575092,1.0,0.008903929545567383,1.3278545133513782,0.9238725343060495,0.17589285714285716,0.2469054478896974,0.3028870989678217
CV,Machine Learning,0.02974950459834358,0.18624561760073166,0.01989228189624511,0.6686592655849701,3.5902013384198055,1.0,0.014351567039010804,2.4559442829627405,0.743585385990755,0.10143801010493589,0.5928246390045766,0.3877329884056347
Machine Learning,CV,0.18624561760073166,0.02974950459834358,0.01989228189624511,0.10680671122629928,3.590201338419806,1.0,0.014351567039010804,1.0862715915988916,0.8865870399417104,0.10143801010493589,0.07941990959361087,0.3877329884056347
CV,Python,0.02974950459834358,0.5351100045729383,0.019917687109394847,0.6695132365499573,1.2511693499064436,1.0,0.003998429567732564,1.4066826476617293,0.20690294459801672,0.03655011655011656,0.2891076024416318,0.3533674524391528
Python,CV,0.5351100045729383,0.02974950459834358,0.019917687109394847,0.03722166832834829,1.2511693499064436,1.0,0.003998429567732564,1.007761042686774,0.4318176051774882,0.03655011655011656,0.007701272779986005,0.3533674524391528
Data Analysis,Machine Learning,0.23985061734667953,0.18624561760073166,0.06371627457954372,0.26564982523037817,1.4263413477995015,1.0,0.019045148219894628,1.1081285337128939,0.39321948915237565,0.17582725743129554,0.09757760983791158,0.30387933902359177
Machine Learning,Data Analysis,0.18624561760073166,0.23985061734667953,0.06371627457954372,0.34210885281680536,1.4263413477995015,1.0,0.019045148219894628,1.1554333660027976,0.36731667244008087,0.17582725743129554,0.13452386833912947,0.30387933902359177
Data Analysis,SQL,0.23985061734667953,0.48767847162237693,0.15913825516996088,0.663489037178265,1.3605050782147774,1.0,0.042168272684648636,1.5224512273884605,0.34858787143308795,0.27998033343762574,0.3431645086487587,0.494903510045686
SQL,Data Analysis,0.48767847162237693,0.23985061734667953,0.15913825516996088,0.32631798291310693,1.3605050782147776,1.0,0.042168272684648636,1.128350413657063,0.5172120252479137,0.27998033343762574,0.11375049107401876,0.494903510045686
Deep Learning,Machine Learning,0.03716782683806717,0.18624561760073166,0.02901275341700117,0.7805878332194122,4.191174231507639,1.0,0.0220904085526683,3.708793337850871,0.790795532729655,0.14924202822791427,0.730370525153211,0.4681823356521287
Machine Learning,Deep Learning,0.18624561760073166,0.03716782683806717,0.02901275341700117,0.1557768380848452,4.191174231507639,1.0,0.0220904085526683,1.1404948556229002,0.9356673190010051,0.14924202822791427,0.12318762766024635,0.4681823356521287
Deep Learning,PyTorch,0.03716782683806717,0.03597378182002947,0.016792845891977035,0.45181134654818866,12.55946202177246,1.0,0.01545577859857977,1.7585665301711932,0.955907769671592,0.29801623083859335,0.4313550367055764,0.4593096280763542
PyTorch,Deep Learning,0.03597378182002947,0.03716782683806717,0.016792845891977035,0.4668079096045198,12.55946202177246,1.0,0.01545577859857977,1.8057885525792012,0.9547237801819338,0.29801623083859335,0.4462253077351146,0.4593096280763542
Python,Deep Learning,0.5351100045729383,0.03716782683806717,0.02499872973934251,0.04671699188149836,1.256920187586834,1.0,0.0051098537500582075,1.0100171354803422,0.43968366257519065,0.045678210008355764,0.00991778765770966,0.3596537796044539
Deep Learning,Python,0.03716782683806717,0.5351100045729383,0.02499872973934251,0.6725905673274094,1.2569201875868343,1.0,0.0051098537500582075,1.4199040987678313,0.21229508275847422,0.045678210008355764,0.29572708405604076,0.3596537796044539
TensorFlow,Deep Learning,0.03356028657080433,0.03716782683806717,0.01409989329810477,0.4201362604087812,11.303761778681098,1.0,0.012852530378205204,1.660445562332785,0.9431875186350621,0.24899057873485866,0.3977520114570423,0.39974687251471186
Deep Learning,TensorFlow,0.03716782683806717,0.03356028657080433,0.01409989329810477,0.3793574846206425,11.303761778681098,1.0,0.012852530378205204,1.5571600228490232,0.9467214542968521,0.24899057873485866,0.35780524459498253,0.39974687251471186
GCP,Docker,0.07880697119048828,0.15558152532899752,0.02522737665769016,0.3201160541586074,2.0575454153806505,1.0,0.012966467873315629,1.2420038446796824,0.557954717773449,0.12061217053321997,0.19484951332183353,0.2411324882158158
Docker,GCP,0.15558152532899752,0.07880697119048828,0.02522737665769016,0.16214892227302416,2.0575454153806505,1.0,0.012966467873315629,1.0994710794054667,0.6086839781715283,0.12061217053321997,0.0904717561641141,0.2411324882158158
Git,Docker,0.13612113205629794,0.15558152532899752,0.04153752349982216,0.3051511758118701,1.9613586842434407,1.0,0.020359590144993427,1.2152549522662455,0.567382034925195,0.16604041840154363,0.17712740183846293,0.2860667701397691
Docker,Git,0.15558152532899752,0.13612113205629794,0.04153752349982216,0.26698236446766815,1.9613586842434405,1.0,0.020359590144993427,1.178523989148414,0.5804578709788896,0.16604041840154363,0.1514809972408056,0.2860667701397691
Go,Docker,0.026980336365022103,0.15558152532899752,0.010746405162339313,0.3983050847457627,2.5601052818031858,1.0,0.006548763276779754,1.4033997184673002,0.6262885395255819,0.0625462073044507,0.28744463402619624,0.2336887931893412
Docker,Go,0.15558152532899752,0.026980336365022103,0.010746405162339313,0.06907250163291966,2.5601052818031858,1.0,0.006548763276779754,1.0452152990879855,0.7216695067040673,0.0625462073044507,0.04325931616905962,0.2336887931893412
Java,Docker,0.3232813373304202,0.15558152532899752,0.07865453991158985,0.24330058939096266,1.5638141410200965,1.0,0.028357936339324895,1.1159232620405553,0.5327735730030666,0.19653399352504286,0.10388103374472206,0.3744262581180809
Docker,Java,0.15558152532899752,0.3232813373304202,0.07865453991158985,0.5055519268451991,1.5638141410200965,1.0,0.028357936339324895,1.3686344419380798,0.4269658121452159,0.19653399352504286,0.2693447064039016,0.3744262581180809
JavaScript,Docker,0.21254001321071084,0.15558152532899752,0.04669478176921904,0.21969878077934496,1.412113554708781,1.0,0.013627482320451363,1.0821698773127462,0.3706114067721327,0.14527347454947834,0.07593066397005162,0.25991470717608656
Docker,JavaScript,0.15558152532899752,0.21254001321071084,0.04669478176921904,0.30013063357282815,1.412113554708781,1.0,0.013627482320451363,1.1251528136018683,0.3456125869278845,0.14527347454947834,0.11123183632383732,0.25991470717608656
Kubernetes,Docker,0.16340633097911691,0.15558152532899752,0.12519689040191048,0.7661691542288558,4.924550987713295,1.0,0.09977388417976445,3.6112364555079055,0.9525960222589436,0.6460409019402202,0.7230865349526512,0.7854359814253358
Docker,Kubernetes,0.15558152532899752,0.16340633097911691,0.12519689040191048,0.8047028086218158,4.924550987713295,1.0,0.09977388417976445,4.283695342043384,0.9437687891265122,0.6460409019402202,0.7665566945937416,0.7854359814253358
Node.js,Docker,0.07395457547888827,0.15558152532899752,0.030130582795589656,0.40742013053933357,2.618692223757225,1.0,0.018624617137525744,1.4249867708795874,0.6674942539923887,0.15110205121671552,0.2982390991723103,0.30054220112858254
Docker,Node.js,0.15558152532899752,0.07395457547888827,0.030130582795589656,0.1936642717178315,2.6186922237572254,1.0,0.018624617137525744,1.1484613567774986,0.7320185646632337,0.15110205121671552,0.1292697885752732,0.30054220112858254
Python,Docker,0.5351100045729383,0.15558152532899752,0.09887708957878157,0.18477899634430045,1.187666697273735,1.0,0.015623858848516983,1.0358154057419677,0.3398931655265984,0.16707447950203907,0.034577015888571934,0.4101556640767877
Docker,Python,0.15558152532899752,0.5351100045729383,0.09887708957878157,0.6355323318092749,1.187666697273735,1.0,0.015623858848516983,1.2755315107505938,0.18712633238977144,0.16707447950203907,0.21601309605315486,0.4101556640767877
React,Docker,0.10360245922463289,0.15558152532899752,0.03152786951882526,0.30431584109857773,1.9559895717377884,1.0,0.015409240884821606,1.2137957489278635,0.5452378083543765,0.13848900792322283,0.17613815925513618,0.2534805854741745
Docker,React,0.15558152532899752,0.10360245922463289,0.03152786951882526,0.20264532984977135,1.9559895717377882,1.0,0.015409240884821606,1.1242143231022625,0.5788004943130098,0.13848900792322283,0.11048989552053905,0.2534805854741745
Docker,SQL,0.15558152532899752,0.48767847162237693,0.08515827447792287,0.5473546701502285,1.1223679165687277,1.0,0.00928451399279924,1.13183875894104,0.12911437450966562,0.15258557902403497,0.11648192633409181,0.3609871912951601
SQL,Docker,0.48767847162237693,0.15558152532899752,0.08515827447792287,0.1746197124400917,1.1223679165687277,1.0,0.00928451399279924,1.0230659580777937,0.21280886541467156,0.15258557902403497,0.02254591494876012,0.3609871912951601
TypeScript,Docker,0.080001016208526,0.15558152532899752,0.030613281845434683,0.38266116227373764,2.4595539956595136,1.0,0.018166601715842355,1.3678363049068862,0.6450248661303516,0.1493554784333168,0.2689183666110735,0.28971399067311965
